	area	direction	floor	floorplan	high/low	name	price	url
281	118	南 北	（12层）	2室2厅1卫	中楼层	东城-崇文门-新景家园西区	14000	bj.lianjia.com/zufang/BJ2131846154454048768.html
72	62	南	（16层）	3房间2卫	高楼层	朝阳-双井-首城国际中心	14500	bj.lianjia.com/zufang/BJ2315678417238376448.html
284	104	南 北	（16层）	2室1厅1卫	高楼层	东城-崇文门-新裕家园	14500	bj.lianjia.com/zufang/BJ2312780495261810688.html
168	116	南	（12层）	2室1厅1卫	中楼层	朝阳-工体-杰座大厦	14500	bj.lianjia.com/zufang/BJ2299311492476452864.html
70	72	东	（16层）	3房间2卫	中楼层	朝阳-双井-首城国际中心	14800	bj.lianjia.com/zufang/BJ2115091818038165504.html
215	40	东 南	（1层）	2室1厅1卫	低楼层	东城-东四-育芳胡同	15000	bj.lianjia.com/zufang/BJ2267839023483453440.html
62	64	南	（12层）	2室0厅1卫	中楼层	朝阳-双井-苹果社区北区	15000	bj.lianjia.com/zufang/BJ2302720804992843776.html
64	65	南	（12层）	2室1厅2卫	低楼层	朝阳-双井-苹果社区北区	15000	bj.lianjia.com/zufang/BJ2282523837675880448.html
73	65	北	（12层）	2室2厅2卫	中楼层	朝阳-双井-苹果社区北区	15000	bj.lianjia.com/zufang/BJ2322202498775400448.html
10	80	东	（13层）	2室2厅2卫	中楼层	朝阳-建国门外-丽舍公寓	15000	bj.lianjia.com/zufang/BJ2312937884102950912.html
40	80	东	（13层）	2室2厅2卫	中楼层	朝阳-建国门外-丽舍公寓	15000	bj.lianjia.com/zufang/BJ2312937884102950912.html
385	80	东	（13层）	2室2厅2卫	中楼层	朝阳-建国门外-丽舍公寓	15000	bj.lianjia.com/zufang/BJ2312937884102950912.html
326	99	西	（24层）	2室1厅1卫	高楼层	朝阳-朝阳门外-新金山酒店式公寓	15000	bj.lianjia.com/zufang/BJ2333224444681789440.html
166	103	东	（24层）	2室1厅1卫	高楼层	东城-工体-阳光都市	15000	bj.lianjia.com/zufang/BJ2322997947052605440.html
223	118	南 北	（7层）	2室2厅2卫	低楼层	东城-东直门-华冠丽景	15000	bj.lianjia.com/zufang/BJ2325410985173073920.html
325	129	南 北	（11层）	2室1厅2卫	高楼层	朝阳-朝阳门外-朝外MEN	15000	bj.lianjia.com/zufang/BJ2312036160492273664.html
15	135	南 西	（25层）	2室1厅2卫	中楼层	朝阳-建国门外-东方瑞景	15000	bj.lianjia.com/zufang/BJ2307024557476675584.html
45	135	南 西	（25层）	2室1厅2卫	中楼层	朝阳-建国门外-东方瑞景	15000	bj.lianjia.com/zufang/BJ2307024557476675584.html
390	135	南 西	（25层）	2室1厅2卫	中楼层	朝阳-建国门外-东方瑞景	15000	bj.lianjia.com/zufang/BJ2307024557476675584.html
11	136	西	（25层）	2室1厅2卫	高楼层	朝阳-建国门外-东方瑞景	15000	bj.lianjia.com/zufang/BJ2273037330732285952.html
41	136	西	（25层）	2室1厅2卫	高楼层	朝阳-建国门外-东方瑞景	15000	bj.lianjia.com/zufang/BJ2273037330732285952.html
386	136	西	（25层）	2室1厅2卫	高楼层	朝阳-建国门外-东方瑞景	15000	bj.lianjia.com/zufang/BJ2273037330732285952.html
9	153	南 北	（18层）	2室1厅2卫	高楼层	朝阳-建国门外-嘉华世纪公寓	15000	bj.lianjia.com/zufang/BJ2289887838688518144.html
39	153	南 北	（18层）	2室1厅2卫	高楼层	朝阳-建国门外-嘉华世纪公寓	15000	bj.lianjia.com/zufang/BJ2289887838688518144.html
384	153	南 北	（18层）	2室1厅2卫	高楼层	朝阳-建国门外-嘉华世纪公寓	15000	bj.lianjia.com/zufang/BJ2289887838688518144.html
394	108	东	（23层）	2室1厅2卫	中楼层	东城-建国门外-恒基中心	15500	bj.lianjia.com/zufang/BJ2334513950420369408.html
335	115	南	（17层）	2室1厅2卫	中楼层	朝阳-朝阳门外-蓝筹名座	15500	bj.lianjia.com/zufang/BJ2261603165826981888.html
19	136	西	（25层）	2室1厅2卫	高楼层	朝阳-建国门外-东方瑞景	15500	bj.lianjia.com/zufang/BJ2299310920524382208.html
49	136	西	（25层）	2室1厅2卫	高楼层	朝阳-建国门外-东方瑞景	15500	bj.lianjia.com/zufang/BJ2299310920524382208.html
392	136	西	（25层）	2室1厅2卫	高楼层	朝阳-建国门外-东方瑞景	15500	bj.lianjia.com/zufang/BJ2299310920524382208.html
16	140	南 西	（27层）	2室1厅2卫	中楼层	朝阳-建国门外-燕华苑	15500	bj.lianjia.com/zufang/BJ2301203770425745408.html
46	140	南 西	（27层）	2室1厅2卫	中楼层	朝阳-建国门外-燕华苑	15500	bj.lianjia.com/zufang/BJ2301203770425745408.html
391	140	南 西	（27层）	2室1厅2卫	中楼层	朝阳-建国门外-燕华苑	15500	bj.lianjia.com/zufang/BJ2301203770425745408.html
334	67	南 西	（14层）	2室1厅1卫	中楼层	朝阳-朝阳门外-芳草苑公寓	16000	bj.lianjia.com/zufang/BJ2277517497295454208.html
328	90	西南	（18层）	2室1厅1卫	高楼层	朝阳-朝阳门外-日坛国际公寓	16000	bj.lianjia.com/zufang/BJ2325501538610987008.html
290	101	南	（13层）	2室1厅1卫	低楼层	东城-崇文门-新怡家园	16000	bj.lianjia.com/zufang/BJ2329027722539974656.html
165	131	北	（27层）	2室1厅2卫	低楼层	朝阳-工体-首开幸福广场	16000	bj.lianjia.com/zufang/BJ2331747363401768960.html
327	134	南 北	（12层）	2室1厅2卫	低楼层	朝阳-朝阳门外-迪阳公寓	16000	bj.lianjia.com/zufang/BJ2319343536891772928.html
20	139	西	（27层）	2室1厅2卫	低楼层	朝阳-建国门外-东方瑞景	16000	bj.lianjia.com/zufang/BJ2299314132782161920.html
50	139	西	（27层）	2室1厅2卫	低楼层	朝阳-建国门外-东方瑞景	16000	bj.lianjia.com/zufang/BJ2299314132782161920.html
393	139	西	（27层）	2室1厅2卫	低楼层	朝阳-建国门外-东方瑞景	16000	bj.lianjia.com/zufang/BJ2299314132782161920.html
13	146	东南	（13层）	2室2厅2卫	低楼层	朝阳-建国门外-嘉华世纪公寓	16000	bj.lianjia.com/zufang/BJ2314434036941979648.html
43	146	东南	（13层）	2室2厅2卫	低楼层	朝阳-建国门外-嘉华世纪公寓	16000	bj.lianjia.com/zufang/BJ2314434036941979648.html
388	146	东南	（13层）	2室2厅2卫	低楼层	朝阳-建国门外-嘉华世纪公寓	16000	bj.lianjia.com/zufang/BJ2314434036941979648.html
364	101	西	（24层）	2室1厅2卫	中楼层	东城-建国门内-建国门北大街5号	16500	bj.lianjia.com/zufang/BJ2163170729661562880.html
173	121	西	（11层）	2室2厅1卫	高楼层	东城-工体-铂晶豪庭	16500	bj.lianjia.com/zufang/BJ2114194639342288896.html
230	124	东	（26层）	2室1厅2卫	高楼层	东城-东直门-万国城MOMA	16500	bj.lianjia.com/zufang/BJ2331677666660859904.html
324	129	南 北	（11层）	2室1厅2卫	中楼层	朝阳-朝阳门外-朝外MEN	16500	bj.lianjia.com/zufang/BJ2330402741790449664.html
167	57	北	（18层）	3房间2卫	低楼层	朝阳-工体-屯三里	17000	bj.lianjia.com/zufang/BJ2326700203517943808.html
162	127	西	（21层）	2室1厅2卫	中楼层	朝阳-工体-首开幸福广场	17000	bj.lianjia.com/zufang/BJ2325113232798253056.html
164	145	南 北	（6层）	2室2厅2卫	低楼层	朝阳-工体-幸福一村西里	17000	bj.lianjia.com/zufang/BJ2320919567129649152.html
372	149	西北	（19层）	2室1厅2卫	高楼层	东城-建国门内-雅安国际公寓	17000	bj.lianjia.com/zufang/BJ2246073926730399744.html
238	188	南	（27层）	2室2厅1卫	中楼层	东城-东直门-正东国际大厦	17000	bj.lianjia.com/zufang/BJ2232576204991635456.html
343	89	北	（14层）	2室1厅1卫	低楼层	东城-朝阳门外-瑞士公寓	17500	bj.lianjia.com/zufang/BJ2265795983726624768.html
163	126	西	（21层）	2室1厅2卫	中楼层	朝阳-工体-首开幸福广场	17500	bj.lianjia.com/zufang/BJ2308531398408929280.html
170	94	西	（20层）	2室1厅3卫	低楼层	东城-工体-海晟名苑南区	18000	bj.lianjia.com/zufang/BJ2326035530845782016.html
75	107	南	（21层）	2室1厅2卫	中楼层	朝阳-双井-富力城D区	18000	bj.lianjia.com/zufang/BJ2322927662790098944.html
236	116	东	（27层）	2室1厅3卫	中楼层	东城-东直门-万国城MOMA	18000	bj.lianjia.com/zufang/BJ2299312546899312640.html
26	126	北	（31层）	2室1厅1卫	中楼层	朝阳-CBD-建外SOHO	18000	bj.lianjia.com/zufang/BJ2319619150898528256.html
56	126	北	（31层）	2室1厅1卫	中楼层	朝阳-CBD-建外SOHO	18000	bj.lianjia.com/zufang/BJ2319619150898528256.html
232	127	东北	（25层）	2室1厅2卫	低楼层	东城-东直门-万国城MOMA	18000	bj.lianjia.com/zufang/BJ2299314172175335424.html
367	132	东南	（19层）	2室1厅2卫	高楼层	东城-建国门内-雅安国际公寓	18000	bj.lianjia.com/zufang/BJ2306551612530753536.html
371	134	南 西 北	（19层）	2室1厅1卫	中楼层	东城-建国门内-雅安国际公寓	18000	bj.lianjia.com/zufang/BJ2267085692964446208.html
253	141	南 北	（9层）	3室2厅2卫	低楼层	朝阳-华威桥-山水文园一期	18000	bj.lianjia.com/zufang/BJ2330161029730017280.html
86	87	东	（16层）	3房间2卫	高楼层	朝阳-双井-首城国际中心	18500	bj.lianjia.com/zufang/BJ2151883988946386944.html
169	99	西	（22层）	2室2厅2卫	高楼层	东城-工体-海晟名苑南区	18500	bj.lianjia.com/zufang/BJ2305626614618128384.html
234	118	西	（26层）	2室1厅2卫	低楼层	东城-东直门-万国城MOMA	18500	bj.lianjia.com/zufang/BJ2299316807128842240.html
345	138	南 北	（24层）	2室1厅1卫	中楼层	朝阳-朝阳门外-昆泰国际公寓	18500	bj.lianjia.com/zufang/BJ2303620656492978176.html
344	96	东南	（16层）	2室1厅1卫	中楼层	东城-朝阳门外-瑞士公寓	19000	bj.lianjia.com/zufang/BJ2292563061393072128.html
233	126	西南	（27层）	2室1厅2卫	低楼层	东城-东直门-万国城MOMA	19000	bj.lianjia.com/zufang/BJ2303598917079531520.html
341	122	北	（16层）	2室1厅2卫	中楼层	东城-朝阳门外-瑞士公寓	19500	bj.lianjia.com/zufang/BJ2322921834107895808.html
171	132	南 北	（22层）	2室2厅2卫	中楼层	东城-工体-海晟名苑南区	19800	bj.lianjia.com/zufang/BJ2263007245774635008.html
363	141	西	（24层）	2室1厅1卫	低楼层	东城-建国门内-建国门北大街5号	19800	bj.lianjia.com/zufang/BJ2235971881725329408.html
77	71	南	（12层）	2室1厅1卫	中楼层	朝阳-双井-苹果社区北区	20000	bj.lianjia.com/zufang/BJ2302840857608863744.html
81	88	北	（21层）	2室1厅2卫	高楼层	朝阳-双井-苹果社区北区	20000	bj.lianjia.com/zufang/BJ2294688974675394560.html
240	124	东	（26层）	2室1厅2卫	中楼层	东城-东直门-万国城MOMA	20000	bj.lianjia.com/zufang/BJ2164965790204297216.html
74	126	南	（18层）	2室1厅2卫	高楼层	朝阳-双井-富力城E区	20000	bj.lianjia.com/zufang/BJ2317302995035103232.html
23	134	东 北	（13层）	2室2厅2卫	高楼层	朝阳-CBD-建外SOHO	20000	bj.lianjia.com/zufang/BJ2276550910668701696.html
53	134	东 北	（13层）	2室2厅2卫	高楼层	朝阳-CBD-建外SOHO	20000	bj.lianjia.com/zufang/BJ2276550910668701696.html
24	137	西北	（31层）	2室1厅2卫	高楼层	朝阳-CBD-建外SOHO	20000	bj.lianjia.com/zufang/BJ2222312889149030400.html
29	137	东北	（31层）	2室1厅2卫	高楼层	朝阳-CBD-建外SOHO	20000	bj.lianjia.com/zufang/BJ2228737894892445696.html
54	137	西北	（31层）	2室1厅2卫	高楼层	朝阳-CBD-建外SOHO	20000	bj.lianjia.com/zufang/BJ2222312889149030400.html
59	137	东北	（31层）	2室1厅2卫	高楼层	朝阳-CBD-建外SOHO	20000	bj.lianjia.com/zufang/BJ2228737894892445696.html
368	157	东	（24层）	2室1厅2卫	低楼层	东城-建国门内-建国门北大街5号	20000	bj.lianjia.com/zufang/BJ2165028647134830592.html
254	299	东 南 北	（18层）	3室2厅2卫	高楼层	朝阳-奥林匹克公园-上林世家	20000	bj.lianjia.com/zufang/BJ2286111213286850560.html
87	87	东	（16层）	3房间2卫	高楼层	朝阳-双井-首城国际中心	21000	bj.lianjia.com/zufang/BJ2289092517934931968.html
347	96	南 北	（24层）	2室1厅1卫	低楼层	朝阳-朝阳门外-麒麟公馆	21000	bj.lianjia.com/zufang/BJ2249878716757327872.html
246	136	西北	（30层）	2室1厅1卫	中楼层	东城-东直门-东环广场	21000	bj.lianjia.com/zufang/BJ2299297761633779712.html
172	138	西	（22层）	3房间1卫	高楼层	朝阳-工体-世茂工三	21000	bj.lianjia.com/zufang/BJ2307867717698592768.html
25	139	西南	（19层）	2室1厅2卫	中楼层	朝阳-CBD-建外SOHO	21000	bj.lianjia.com/zufang/BJ2322369849600786432.html
55	139	西南	（19层）	2室1厅2卫	中楼层	朝阳-CBD-建外SOHO	21000	bj.lianjia.com/zufang/BJ2322369849600786432.html
247	149	北	（26层）	2室1厅2卫	高楼层	东城-东直门-东方银座	21000	bj.lianjia.com/zufang/BJ2277580409858695168.html
27	161	东南	（31层）	2室1厅2卫	中楼层	朝阳-CBD-建外SOHO	21000	bj.lianjia.com/zufang/BJ2284519838934106112.html
57	161	东南	（31层）	2室1厅2卫	中楼层	朝阳-CBD-建外SOHO	21000	bj.lianjia.com/zufang/BJ2284519838934106112.html
348	164	南	（15层）	2室1厅2卫	中楼层	东城-朝阳门外-美惠大厦	21000	bj.lianjia.com/zufang/BJ2265999009858453504.html
244	211	南 北	（20层）	2室2厅3卫	高楼层	东城-东直门-东直门内北小街2号院	21000	bj.lianjia.com/zufang/BJ2298378594281865216.html
340	125	西 西北 北	（16层）	2室1厅2卫	低楼层	东城-朝阳门外-瑞士公寓	22000	bj.lianjia.com/zufang/BJ2285209647441264640.html
174	150	南 北	（7层）	2室2厅2卫	中楼层	东城-工体-聚龙花园	22000	bj.lianjia.com/zufang/BJ2292584765289152512.html
28	163	西北	（29层）	2室1厅2卫	低楼层	朝阳-CBD-建外SOHO	22000	bj.lianjia.com/zufang/BJ2298632828931547136.html
58	163	西北	（29层）	2室1厅2卫	低楼层	朝阳-CBD-建外SOHO	22000	bj.lianjia.com/zufang/BJ2298632828931547136.html
175	170	南 北	（8层）	2室2厅3卫	中楼层	东城-工体-聚龙花园	22000	bj.lianjia.com/zufang/BJ2302764134468419584.html
82	97	东	（16层）	3房间2卫	高楼层	朝阳-双井-首城国际中心	22500	bj.lianjia.com/zufang/BJ2277297629312319488.html
83	97	东	（16层）	3房间2卫	低楼层	朝阳-双井-首城国际中心	23000	bj.lianjia.com/zufang/BJ2221554611314237440.html
239	164	东南	（20层）	2室2厅2卫	高楼层	东城-东直门-东直门内北小街2号院	23000	bj.lianjia.com/zufang/BJ2192768607354888192.html
76	197	南 北	（12层）	2室1厅1卫	高楼层	朝阳-双井-苹果社区北区	23200	bj.lianjia.com/zufang/BJ2312300679743676416.html
235	145	东北	（31层）	2室2厅2卫	高楼层	东城-东直门-万国城MOMA	23500	bj.lianjia.com/zufang/BJ2304366213197217792.html
346	109	南	（24层）	2室2厅2卫	中楼层	朝阳-朝阳门外-麒麟公馆	24000	bj.lianjia.com/zufang/BJ2293982883871719424.html
176	158	南	（12层）	3房间2卫	中楼层	朝阳-工体-奥加国际公寓	24500	bj.lianjia.com/zufang/BJ2321639337059958784.html
365	160	西	（18层）	2室1厅2卫	高楼层	东城-建国门内-贡院九号	25000	bj.lianjia.com/zufang/BJ2310865758122950656.html
241	173	东北	（30层）	2室1厅2卫	低楼层	东城-东直门-东环广场	25000	bj.lianjia.com/zufang/BJ2258471049694027776.html
349	175	东 北	（17层）	2室2厅2卫	低楼层	朝阳-朝阳门外-蓝筹名座	25000	bj.lianjia.com/zufang/BJ2314363339490738176.html
78	118	北	（21层）	2室2厅2卫	高楼层	朝阳-双井-苹果社区北区	25500	bj.lianjia.com/zufang/BJ2223090002051735552.html
243	138	东	（26层）	2室1厅2卫	高楼层	东城-东直门-东方银座	26000	bj.lianjia.com/zufang/BJ2296213982026924032.html
245	173	东北	（30层）	2室1厅2卫	高楼层	东城-东直门-东环广场	26000	bj.lianjia.com/zufang/BJ2288993172950622208.html
216	56	东 北	（1层）	2室1厅2卫	低楼层	东城-东四-大菊胡同	26800	bj.lianjia.com/zufang/BJ2313697714636070912.html
84	118	南	（21层）	2室2厅2卫	高楼层	朝阳-双井-苹果社区北区	27500	bj.lianjia.com/zufang/BJ2286957089111162880.html
373	144	北	（24层）	2室1厅2卫	中楼层	东城-建国门内-长安太和	28000	bj.lianjia.com/zufang/BJ2289691969112784896.html
242	173	西南	（30层）	2室1厅2卫	中楼层	东城-东直门-东环广场	28000	bj.lianjia.com/zufang/BJ2224372798976442368.html
177	196	东南	（8层）	2室1厅2卫	高楼层	东城-工体-聚龙花园	28000	bj.lianjia.com/zufang/BJ1959120055828750336.html
231	152	西南	（21层）	2室1厅2卫	低楼层	东城-东直门-当代MOMA	28500	bj.lianjia.com/zufang/BJ2299305124146978816.html
85	134	西 北	（21层）	2室2厅2卫	高楼层	朝阳-双井-苹果社区北区	29000	bj.lianjia.com/zufang/BJ2100701867653996544.html
80	97	东	（16层）	3房间1卫	高楼层	朝阳-双井-首城国际中心	30000	bj.lianjia.com/zufang/BJ2041989991101636608.html
237	143	东南	（18层）	2室1厅2卫	低楼层	东城-东直门-当代MOMA	30000	bj.lianjia.com/zufang/BJ2308422314787602432.html
79	135	北	（21层）	2室2厅2卫	高楼层	朝阳-双井-苹果社区北区	32000	bj.lianjia.com/zufang/BJ2293363844355203072.html
370	144	北	（24层）	2室1厅1卫	高楼层	东城-建国门内-长安太和	33000	bj.lianjia.com/zufang/BJ2217428595885228032.html
342	258	南 北	（12层）	2室2厅2卫	低楼层	朝阳-朝阳门外-怡景园	33000	bj.lianjia.com/zufang/BJ2156400643781165056.html
366	182	西北	（24层）	2室1厅2卫	高楼层	东城-建国门内-长安太和	38000	bj.lianjia.com/zufang/BJ2312044444712706048.html
369	173	东	（24层）	2室2厅2卫	中楼层	东城-建国门内-长安太和	40000	bj.lianjia.com/zufang/BJ2322347695915933696.html
350	163	北	（19层）	2室1厅1卫	中楼层	东城-朝阳门外-首创大厦	46000	bj.lianjia.com/zufang/BJ2268100452086185984.html
22	240	东 南	（63层）	2室1厅2卫	低楼层	朝阳-CBD-银泰中心	53000	bj.lianjia.com/zufang/BJ2262319774611030016.html
52	240	东 南	（63层）	2室1厅2卫	低楼层	朝阳-CBD-银泰中心	53000	bj.lianjia.com/zufang/BJ2262319774611030016.html
